Task Ref,Task Name,Task Client,Task Property,Task Category,Task Service Group,Task Assigned To,Quoted Cost,Quoted Sell,Quoted Profit,Quoted Margin,Estimated Cost,Estimated Sell,Estimated Hours,Committed Cost,Committed Hours,Revised Cost,Revised Sell,Revised Profit,Revised Margin,Revised Hours,Uninvoiced,Left to be incurred,Billable,Net Billable,Actual Cost,Invoiced,Invoiced Credit,Net Invoiced,Actual Profit,Actual Margin,Actual Hours,Cash Position,Cumulative Actual Cost,Cumulative Net Invoiced,Activity Actual Cost,Activity Net Invoiced
T-12469,Monthly Defect February 2025 - FIP Batteries (Quote QD-0422),Stanton Hillier Parker,"Blacktown City Council - 81-85 Flushcombe Road, Blacktown, NSW 2148",Repair,R DETECTION,Gordon Jenkins,590.18,629.23,39.05,6.21%,0.00,0.00,0.00,286.08,0.00,611.26,629.23,17.97,2.86%,0.00,0.00,286.08,0.00,0.00,325.18,629.23,0.00,629.23,304.05,48.32%,1.50,434.23,325.18,629.23,0.00,0.00
T-12470,APFS Report 2025 - Detection and Warning System (Quote QD-0895),EUREKA FUND 5 PTY LIMITED ATF EUREKA PROPERTY FUND C/- Knight Frank Australia Pty Ltd,"18 Smith Street, Parramatta, NSW 2150",Repair,R DETECTION,John Minai,750.00,1020.00,270.00,26.47%,0.00,0.00,0.00,120.00,0.00,1103.67,1020.00,-83.67,-8.20%,0.00,0.00,120.00,0.00,0.00,983.67,1020.00,0.00,1020.00,36.33,3.56%,7.57,36.33,983.67,1020.00,0.00,0.00
T-12473,APFS FIP Report 2025 (Quote QD-0726),AIL B Sub TC Pty Ltd ATF 1333 Horsley Drive  Sub Trust,"1333 The Horsley Drive, Wetherill Park, NSW 2164",Repair,R DETECTION,Gordon Jenkins,4644.24,6092.00,1447.76,23.76%,0.00,0.00,2.02,2600.00,0.00,8059.24,6092.00,-1967.24,-32.29%,2.02,0.00,2600.00,0.00,0.00,5459.24,6092.00,0.00,6092.00,632.76,10.39%,9.50,-1235.00,5459.24,6092.00,0.00,0.00
T-12474,Monthly Defect May 2025 - Faults and Batteries (Quote QD-0826),Henderson & Horning Pty Ltd,"40 Ricketty Road, Mascot, NSW 2020",Repair,R DETECTION,Nu Unasa,780.00,1188.00,408.00,34.34%,0.00,0.00,0.00,358.64,0.00,2492.80,1188.00,-1304.80,-109.83%,0.00,0.00,358.64,0.00,0.00,2134.16,1188.00,0.00,1188.00,-946.16,-79.64%,16.42,-946.16,2134.16,1188.00,0.00,0.00
T-12475,Monthly Defect February 2025- FIP Batteries (Quote QD-0434),GFI Group,"L56 Suite 5601 - MLC Centre - 19-29 Martin Place, Sydney, NSW 2000",Repair,R DETECTION,Nu Unasa,592.00,631.60,39.60,6.27%,0.00,0.00,0.00,130.18,0.00,130.18,631.60,501.42,79.39%,0.00,0.00,130.18,0.00,0.00,0.00,631.60,0.00,631.60,631.60,100.00%,0.00,631.60,0.00,631.60,0.00,0.00
T-12476,Unit 12,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,1.00,0.00,942.68,1551.00,608.32,39.22%,0.00,0.00,1.00,0.00,0.00,941.68,1551.00,0.00,1551.00,609.32,39.29%,4.17,1009.32,941.68,1551.00,0.00,0.00
T-12479,Owner Agent Defect 2025- Batteries (Quote QD-0871),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU019 - Transtech Business Park - 12 Mars Road, Lane Cove West, NSW 2066",Repair,R DETECTION,John Minai,114.00,140.80,26.80,19.03%,0.00,0.00,0.00,18.00,0.00,232.83,140.80,-92.03,-65.36%,0.00,0.00,18.00,0.00,0.00,214.83,140.80,0.00,140.80,-74.03,-52.58%,1.58,-65.03,214.83,140.80,0.00,0.00
T-12487,Monthly Defect Repairs (Quote QD-0621),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU645 - Campus Business Park - 350-374 Parramatta Road, Homebush West, NSW, 2140",Repair,R DETECTION,Gordon Jenkins,260.00,260.00,0.00,0.00%,0.00,0.00,0.00,46.72,0.00,274.22,260.00,-14.22,-5.47%,0.00,0.00,46.72,0.00,0.00,227.50,260.00,0.00,260.00,32.50,12.50%,1.75,32.50,227.50,260.00,0.00,0.00
T-12493,Annnual Testing Report 2025- Detection (Quote QD-0912),Contec Properties Pty Ltd,"372-394 Elizabeth Street, Surry Hills, NSW 2010",Repair,R DETECTION,John Minai,660.00,920.01,260.01,28.26%,0.00,0.00,0.00,240.00,0.00,1098.01,920.01,-178.00,-19.35%,0.00,0.00,240.00,0.00,0.00,858.01,920.01,0.00,920.01,62.00,6.74%,6.60,62.00,858.01,920.01,0.00,0.00
T-12520,Annual testing 2025- Detection and OWS (Quote QD-0905),The Trustee for Charter Hall Prime Industrial Fund C/- CBRE Pty Ltd CBRE,"Coles CFC - 154 Cowpasture Road, Wetherill Park, NSW 2164",Repair,R DETECTION,Gordon Jenkins,6138.00,7724.02,1586.02,20.53%,0.00,0.00,0.02,0.00,0.00,1683.00,7724.02,6041.02,78.21%,0.02,0.00,0.00,0.00,0.00,1683.00,7724.02,0.00,7724.02,6041.02,78.21%,3.50,7139.02,1683.00,7724.02,0.00,0.00
T-12521,Building A: Replace Amp,Altis Bulky Retail ATF Altis Bulky Sub Trust 4 The Trust Company (Australia) LTD ACF Altis Bulky Sub Trust 4,"Space 207 - 207 Pacific Highway, St Leonards, NSW 2065",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,325.00,1377.00,1052.00,76.40%,0.00,0.00,0.00,0.00,0.00,325.00,1377.00,0.00,1377.00,1052.00,76.40%,2.50,1052.00,325.00,1377.00,0.00,0.00
T-12527,Monthly Defect February 2025 - FIP Bat (Quote QD-0420),Bishops Real Estate Pty Ltd,"Webstar/Bluestar - Units 1, 2 & 3 - 83 Derby Street, Silverwater, 2128 - NSW 237",Repair,R DETECTION,Gordon Jenkins,590.18,629.23,39.05,6.21%,0.00,0.00,0.00,130.18,0.00,314.34,629.23,314.90,50.04%,0.00,0.00,130.18,0.00,0.00,184.16,629.23,0.00,629.23,445.08,70.73%,1.42,445.08,184.16,629.23,0.00,0.00
T-12531,Replace Power Supply (Quote QD-0917),Linfox -  Erskine Park Health Care,"Linfox - 27-49 Lenore Drive, Erskine Park, NSW 2759",Repair,R DETECTION,Gordon Jenkins,820.86,1092.66,271.80,24.88%,0.00,0.00,0.00,0.00,0.00,240.50,1092.66,852.16,77.99%,0.00,0.00,0.00,0.00,0.00,240.50,1092.66,0.00,1092.66,852.16,77.99%,1.85,852.16,240.50,1092.66,0.00,0.00
T-12532,Medical Centre- Replace 25 conventional Detectors (Quote QD-0864),Excel Building Management,"Pacific Square - 717 Anzac Parade, Maroubra, NSW 2035",Repair,R DETECTION,John Minai,2150.00,2497.00,347.00,13.90%,0.00,0.00,0.00,0.00,0.00,1051.00,2497.00,1446.00,57.91%,0.00,0.00,0.00,0.00,0.00,1051.00,2497.00,0.00,2497.00,1446.00,57.91%,4.70,1886.00,1051.00,2497.00,0.00,0.00
T-12533,Network Cards need to be replaced in all building (Quote QD-0919),Logos Property Management Pty Limited,"LOGOS - Building 4 - 145 Hollinsworth Road, Marsden Park, NSW 2765",Repair,R DETECTION,Gordon Jenkins,11680.00,15080.00,3400.00,22.55%,0.00,0.00,0.00,10000.00,0.00,10502.66,15080.00,4577.34,30.35%,0.00,0.00,10000.00,0.00,0.00,502.66,15080.00,0.00,15080.00,14577.34,96.67%,3.87,14577.34,502.66,15080.00,0.00,0.00
T-12538,Alarm,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU181 -Homemaker Centre -  49-59 O'Riordan Street, Alexandria, NSW 2015",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,401.67,790.00,388.33,49.16%,0.00,0.00,0.00,0.00,0.00,401.67,790.00,0.00,790.00,388.33,49.16%,2.17,508.33,401.67,790.00,0.00,0.00
T-12547,APFS Report 2025 - FIP Batteries (Quote QD-0884),Spotless Facility Services,"Carlton & United Breweries/Linfox - 5 Devon Street, Rosehill, NSW 2142",Repair,R DETECTION,Gordon Jenkins,380.00,481.00,101.00,21.00%,0.00,0.00,0.00,158.38,0.00,253.71,481.00,227.29,47.25%,0.00,0.00,158.38,0.00,0.00,95.33,481.00,0.00,481.00,385.67,80.18%,0.73,385.67,95.33,481.00,0.00,0.00
T-12549,Fire Alarm ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,67.00,0.00,787.68,1080.00,292.32,27.07%,0.00,0.00,67.00,0.00,0.00,720.68,1080.00,0.00,1080.00,359.32,33.27%,4.97,434.32,720.68,1080.00,0.00,0.00
T-12613,Pump Run monitoring- Hydrant Pump (Quote QD-0789),Primary Connect,"Primary connect- EPXD- 36 Templar Road, Erskine Park, NSW 2759",Repair,R DETECTION,Gordon Jenkins,1150.00,1443.00,293.00,20.31%,0.00,0.00,1.00,0.00,0.00,905.84,1443.00,537.16,37.23%,1.00,0.00,0.00,0.00,0.00,905.84,1443.00,0.00,1443.00,537.16,37.23%,4.58,847.16,905.84,1443.00,0.00,0.00
T-12615,fault notices from monitoring,Kenneth R Moras Property Holdings Pty Ltd,"Pro-Pac Packaging (BLDG 1) - 147 Newton Road, Wetherill Park, NSW 2164",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,591.00,0.00,1420.66,1317.00,-103.66,-7.87%,0.00,0.00,591.00,0.00,0.00,829.66,1317.00,0.00,1317.00,487.34,37.00%,1.77,1087.34,829.66,1317.00,0.00,0.00
T-12619,retest,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU645 - Campus Business Park - Building E - 350-374 Parramatta Road, Homebush West, NSW, 2140",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,300.00,0.00,1807.16,750.00,-1057.16,-140.95%,0.00,0.00,300.00,0.00,0.00,1507.16,750.00,0.00,750.00,-757.16,-100.95%,8.52,-357.16,1507.16,750.00,0.00,0.00
T-12622,Replace Three I/O Module (Quote QD-0940),Goodman Property Services (Aust) Pty Limited SC01822,"Precinct 5 AU186 - 3 Tundra Close, Kemps Kreek, NSW 2178",Repair,R DETECTION,Gordon Jenkins,785.00,962.00,177.00,18.40%,0.00,0.00,0.00,260.00,0.00,442.00,962.00,520.00,54.05%,0.00,0.00,260.00,0.00,0.00,182.00,962.00,0.00,962.00,780.00,81.08%,1.40,780.00,182.00,962.00,0.00,0.00
T-12623,PANEL ,The Kitchenary Pty Ltd,"The Kitchenary - 27 Holbeche Road, Arndell Park, NSW 2148",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,88.77,0.00,138.60,460.00,321.40,69.87%,0.00,0.00,88.77,0.00,0.00,49.83,460.00,0.00,460.00,410.17,89.17%,0.38,410.17,49.83,460.00,0.00,0.00
T-12658,replace smoke detector,George Vasili & Nick Vasili C/- CBRE,"Bronson & Jacobs - 70 Marple Avenue, Villawood, NSW 2163",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,186.34,1.43,246.34,560.00,313.66,56.01%,1.43,0.00,186.34,0.00,0.00,60.00,560.00,0.00,560.00,500.00,89.29%,0.00,560.00,60.00,560.00,0.00,0.00
T-12689,Monthly Defect June 2025 - Batteries & Faults (Quote QD-0938),Australian Catholic University (ACU),"ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055",Repair,R DETECTION,John Minai,610.00,767.00,157.00,20.47%,0.00,0.00,0.00,340.98,0.00,603.14,767.00,163.86,21.36%,0.00,0.00,340.98,0.00,0.00,262.16,767.00,0.00,767.00,504.84,65.82%,2.02,504.84,262.16,767.00,0.00,0.00
T-12699,Annual Testing - FIP and OWS (Quote QD-0794),Goodman Property Services (Aust) Pty Limited  SC01822,"Goodman AU099 - 31 Heathcote Road, Moorebank, NSW, 2170",Repair,R DETECTION,Gordon Jenkins,1087.76,1345.00,257.24,19.13%,0.00,0.00,0.00,0.00,0.00,232.76,1345.00,1112.24,82.69%,0.00,0.00,0.00,0.00,0.00,232.76,1345.00,0.00,1345.00,1112.24,82.69%,1.50,1150.00,232.76,1345.00,0.00,0.00
T-12706,Smoke detector faults,Sydney Trains,"(ROC) Rail Operations Centre - Mandible & Wyndham Street, Alexandria, NSW 2015",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,1026.34,1190.00,163.66,13.75%,0.00,0.00,0.00,0.00,0.00,1026.34,1190.00,0.00,1190.00,163.66,13.75%,3.72,223.66,1026.34,1190.00,0.00,0.00
T-12720,AH- BGA,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU643 - 15 Berry Street, Granville, NSW 2142",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,1.00,0.00,257.77,590.00,332.23,56.31%,0.00,0.00,1.00,0.00,0.00,256.77,590.00,0.00,590.00,333.23,56.48%,1.28,423.16,256.77,590.00,0.00,0.00
T-12723,APFS Report 2025 - Detection (Quote QD-0932),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU820 - City West Office Park - Building A (Channel 10) -1-31 Saunders Street PYRMONT, NSW, 2009,",Repair,R DETECTION,Gordon Jenkins,320.00,370.00,50.00,13.51%,0.00,0.00,0.00,120.00,0.00,1457.87,1235.00,-222.87,-18.05%,0.00,0.00,120.00,0.00,0.00,1337.87,1235.00,0.00,1235.00,-102.87,-8.33%,5.92,465.83,1337.87,1235.00,0.00,0.00
T-12728,EV Charger Fire Trip & Sprinkler Bay (Quote QD-0771),PM Electrical,"Goodman AU645 - Campus Business Park - Building A1 - 350-374 Parramatta Road, Homebush West, NSW, 2140",Repair,R DETECTION,John Minai,9742.46,12066.26,2323.80,19.26%,0.00,0.00,1.00,2011.46,10.00,9490.29,12066.29,2576.00,21.35%,10.00,0.00,2011.46,0.00,-12066.25,7478.83,24301.02,12234.73,12066.29,4587.46,38.02%,43.68,6387.46,7478.83,12066.29,0.00,0.00
T-12733,Residential SIT test.,Excel Building Management,"Pacific Square - 717 Anzac Parade, Maroubra, NSW 2035",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,587.17,980.00,392.83,40.08%,0.00,0.00,0.00,0.00,0.00,587.17,980.00,0.00,980.00,392.83,40.08%,4.52,392.83,587.17,980.00,0.00,0.00
T-12750,Monthly Defect June 2025- Batteries (Quote QD-0959),Lendlease Funds Management Ltd,"Zirco Data -  1 Johnson Road, Campbelltown, NSW 2560",Repair,R DETECTION,Gordon Jenkins,716.00,906.00,190.00,20.97%,0.00,0.00,0.00,0.00,0.00,393.50,906.00,512.50,56.57%,0.00,0.00,0.00,0.00,0.00,393.50,906.00,0.00,906.00,512.50,56.57%,0.75,808.50,393.50,906.00,0.00,0.00
T-12751,SQ25-247 - Fire Trip Installation,Texco Construction (NSW) Pty Ltd,"Bunnings - 8 Culverston Road, Minto NSW 2566",Repair,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,278.20,0.00,6856.37,6656.00,-200.37,-3.01%,0.00,0.00,278.20,0.00,0.00,6578.17,6656.00,0.00,6656.00,77.83,1.17%,11.22,5197.83,6578.17,6656.00,0.00,0.00
T-12753,Re-test FFFT,Goodman Property Services (Aust) Pty Limited  SC01822,"Goodman AU106 - M5 Industry Park - Building 4 - 1 Moorebank Avenue, Moorebank NSW 2071",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,452.83,3.48,852.83,750.00,-102.83,-13.71%,3.48,0.00,452.83,0.00,0.00,400.00,750.00,0.00,750.00,350.00,46.67%,0.00,750.00,400.00,750.00,0.00,0.00
T-12834,FAS Fault on FIP,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU079 Greystanes Park East - (BLDG 3) Iron Mountain 3 Reconciliation Rise PEMULWUY, 2145, NSW",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,207.84,1.08,267.84,560.00,292.16,52.17%,1.08,0.00,207.84,0.00,0.00,60.00,560.00,0.00,560.00,500.00,89.29%,0.00,560.00,60.00,560.00,0.00,0.00
T-12841,Monthly Defect June 2025- Batteries (Quote QD-0956),Contec Properties Pty Ltd,"372-394 Elizabeth Street, Surry Hills, NSW 2010",Repair,R DETECTION,Nu Unasa,270.00,380.00,110.00,28.95%,0.00,0.00,0.00,57.12,0.00,284.62,380.00,95.38,25.10%,0.00,0.00,57.12,0.00,0.00,227.50,380.00,0.00,380.00,152.50,40.13%,1.75,152.50,227.50,380.00,0.00,0.00
T-12852, Unit 9 & 10 BLD 16 - Panel Fault ,Sterilisation Technologies Australia Pty Ltd,"Frutex - 20 St Albans Road, Kingsgrove, NSW 2208",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,134.00,0.00,629.50,820.00,190.50,23.23%,0.00,0.00,134.00,0.00,0.00,495.50,820.00,0.00,820.00,324.50,39.57%,3.35,384.50,495.50,820.00,0.00,0.00
T-12853,Fire Trip to Doors (Quote QD-0971),Network ten,"Goodman AU820 - City West Office Park - Building A (Channel 10) -1-31 Saunders Street PYRMONT, NSW, 2009,",Repair,R DETECTION,Nu Unasa,950.00,1231.00,281.00,22.83%,0.00,0.00,0.00,175.00,0.00,1311.84,1231.00,-80.84,-6.57%,0.00,0.00,175.00,0.00,0.00,1136.84,1231.00,0.00,1231.00,94.16,7.65%,6.28,-816.84,1136.84,1231.00,0.00,0.00
T-12854,fire trip on FIP,Lendlease Funds Management Ltd,"Buildings A, B & C - 29 Davis Road, Wetherill Park, NSW 2000",Callout,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,1074.67,1760.00,685.33,38.94%,0.00,0.00,0.00,0.00,0.00,1074.67,1760.00,0.00,1760.00,685.33,38.94%,1.27,1595.33,1074.67,1760.00,0.00,0.00
T-12904,Annual Defect 2025 - FailSafe Device (Quote QD-0928),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU645 - Campus Business Park - Building E - 350-374 Parramatta Road, Homebush West, NSW, 2140",Repair,R DETECTION,Gordon Jenkins,10.00,36.00,26.00,72.22%,0.00,0.00,0.00,1.00,0.00,43.50,36.00,-7.50,-20.83%,0.00,0.00,1.00,0.00,0.00,42.50,36.00,0.00,36.00,-6.50,-18.06%,0.25,3.50,42.50,36.00,0.00,0.00
T-12905,APFS Report and Annual Testing - Warning System (Quote QD-0902),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU645 - Campus Business Park - Building B/C - 350-374 Parramatta Road, Homebush West, NSW, 2140",Repair,R DETECTION,Gordon Jenkins,450.00,505.00,55.00,10.89%,0.00,0.00,0.00,1.00,0.00,1423.82,505.00,-918.82,-181.94%,0.00,0.00,1.00,0.00,0.00,1422.82,505.00,0.00,505.00,-917.82,-181.75%,7.48,-467.82,1422.82,505.00,0.00,0.00
T-12907,Annual Defect 2025 - FailSafe Device (Quote QD-0929),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU645 - Campus Business Park - Building F/G - 350-374 Parramatta Road, Homebush West, NSW, 2140",Repair,R DETECTION,Gordon Jenkins,218.33,268.00,49.67,18.53%,0.00,0.00,0.00,1.00,0.00,72.66,268.00,195.34,72.89%,0.00,0.00,1.00,0.00,0.00,71.66,268.00,0.00,268.00,196.34,73.26%,0.08,257.17,71.66,268.00,0.00,0.00
T-12908,Ground floor bar,Ashfield Catholic & Community Club Ltd,"Club Ashfield - 1-11 Charlotte Street, Ashfield, NSW 2131",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,235.33,560.00,324.67,57.98%,0.00,0.00,0.00,0.00,0.00,235.33,560.00,0.00,560.00,324.67,57.98%,1.23,399.67,235.33,560.00,0.00,0.00
T-12910,APFS Report 2025- Detection (Quote QD-0950),Muirfield Golf Club Ltd,"Muirfield Golf Club - 58 Barclay Road, North Rocks, NSW 2151",Repair,R DETECTION,Gordon Jenkins,2420.23,3019.00,598.78,19.83%,0.00,0.00,0.00,0.00,0.00,2115.23,3019.00,903.78,29.94%,0.00,0.00,0.00,0.00,0.00,2115.23,3019.00,0.00,3019.00,903.78,29.94%,2.50,2694.00,2115.23,3019.00,0.00,0.00
T-12948,Fault on FIP,Goodman Property Services (Aust) Pty Limited  SC01822,"Goodman AU106 - M5 Industry Park - Building 2B/2C - 1 Moorebank Avenue, MoorebankNSW 2071",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,1062.50,1745.00,682.50,39.11%,0.00,0.00,0.00,0.00,0.00,1062.50,1745.00,0.00,1745.00,682.50,39.11%,1.25,1582.50,1062.50,1745.00,0.00,0.00
T-12955,LVL 2 Strobe in fault. ,Sydney Trains,"(ROC) Rail Operations Centre - Mandible & Wyndham Street, Alexandria, NSW 2015",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,1413.30,0.00,4906.60,3389.00,-1517.60,-44.78%,0.00,0.00,1413.30,0.00,0.00,3493.30,3389.00,0.00,3389.00,-104.30,-3.08%,8.00,1309.00,3493.30,3389.00,0.00,0.00
T-12956,APFS Report 2025- VESDA (Quote QD-0841),Costco Wholesale Auburn,"Costco Oakdale Depot - 15 Ottellia Road, Kemps Creek, NSW 2141",Repair,R DETECTION,Gordon Jenkins,502.00,840.00,338.00,40.24%,0.00,0.00,0.00,290.06,0.00,545.73,840.00,294.27,35.03%,0.00,0.00,290.06,0.00,0.00,255.67,840.00,0.00,840.00,584.33,69.56%,1.97,584.33,255.67,840.00,0.00,0.00
T-13008,Monthly Defect June - Panel faults (Quote QD-0997),State Library of NSW,"State Library of NSW - 1 Shakespeare Place, Sydney, NSW 2000",Repair,R DETECTION,Nu Unasa,380.09,330.00,-50.09,-15.18%,0.00,0.00,0.00,228.00,0.00,542.26,0.00,-542.26,,0.00,0.00,228.00,0.00,0.00,314.26,544.62,544.62,0.00,-314.26,,1.92,-249.17,314.26,0.00,0.00,0.00
T-13009,APFS Report 2025 - Detection (Quote QD-0930),Proact FM,"PROACT FM - 162 Goulburn Street, Surry Hills - NSW 2010",Repair,R DETECTION,Nu Unasa,1796.60,2416.02,619.42,25.64%,0.00,0.00,0.00,598.22,0.00,2929.56,2416.02,-513.54,-21.26%,0.00,0.00,598.22,0.00,0.00,2331.34,2416.02,0.00,2416.02,84.68,3.50%,17.93,84.68,2331.34,2416.02,0.00,0.00
T-13200,Relocate BGA,Australian Catholic Universities (ACU),"ACU -  Building 705 - 43 Australia Street, Camperdown, NSW 2008",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,429.03,846.94,417.91,49.34%,0.00,0.00,0.00,0.00,0.00,429.03,846.94,0.00,846.94,417.91,49.34%,1.92,-249.17,429.03,846.94,0.00,0.00
T-13519,Replace WIP Phone (Quote QD-1009),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU820 - City West Office Park - Building A (Channel 10) -1-31 Saunders Street PYRMONT, NSW, 2009,",Repair,R DETECTION,Nu Unasa,1596.42,2023.35,426.93,21.10%,0.00,0.00,0.00,1.00,0.00,1461.59,2023.35,561.76,27.76%,0.00,0.00,1.00,0.00,0.00,1460.59,2023.35,0.00,2023.35,562.76,27.81%,5.42,1319.18,1460.59,2023.35,0.00,0.00
T-13529,Monthly Defect July 2025- Battery (Quote QD-1023),Goodman Property Services (Aust) Pty Limited  SC01822,"Goodman AU106 - M5 Industry Park - Building 1 -  1 Moorebank Avenue, Moorebank, NSW 2170",Repair,R DETECTION,Gordon Jenkins,1055.00,1552.00,497.00,32.02%,0.00,0.00,0.00,686.72,0.00,1048.56,1552.00,503.44,32.44%,0.00,0.00,686.72,0.00,0.00,361.84,1552.00,0.00,1552.00,1190.16,76.69%,2.78,1190.16,361.84,1552.00,0.00,0.00
T-13530,de-isolate fire tunnel,Milperra Sub TC Pty Ltd ATF Milperra || Sub Trust C/- CBRE Pty Ltd,"Milperra - 233 Milperra Road, Bankstown Aerodrome, NSW 2200",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,540.59,978.47,437.88,44.75%,0.00,0.00,0.00,0.00,0.00,540.59,978.47,0.00,978.47,437.88,44.75%,3.47,527.81,540.59,978.47,0.00,0.00
T-13534,Panel and Pump faults,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU181 -Homemaker Centre -  49-59 O'Riordan Street, Alexandria, NSW 2015",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,487.84,850.00,362.16,42.61%,0.00,0.00,0.00,0.00,0.00,487.84,850.00,0.00,850.00,362.16,42.61%,2.98,462.16,487.84,850.00,0.00,0.00
T-13535,Monthly Defect July 2025- Battery (Quote QD-1022),Logos Property Management Pty Limited,"LOGOS - Unitrans -  2-4 Harvey Road, Kings Park, NSW 2148",Repair,R DETECTION,Haider Al-Heyoury,507.00,839.60,332.60,39.61%,0.00,0.00,0.00,345.26,0.05,345.26,839.60,494.34,58.88%,0.05,0.00,345.26,0.00,0.00,0.00,839.60,0.00,839.60,839.60,100.00%,0.00,839.60,0.00,839.60,0.00,0.00
T-13538,We note following our recent test the below defect. (Quote QD-1001),Sika Australia Pty Ltd,"Sika Australia - 55 Elizabeth Street, Wetherill Park, NSW 2164",Repair,R DETECTION,Gordon Jenkins,495.50,620.00,124.50,20.08%,0.00,0.00,0.00,0.00,0.00,194.67,620.00,425.33,68.60%,0.00,0.00,0.00,0.00,0.00,194.67,620.00,0.00,620.00,425.33,68.60%,0.92,500.83,194.67,620.00,0.00,0.00
T-13544,Install Smoke Detection in Main Switchroom (Quote QD-1020),Lendlease Funds Management Ltd,"Zirco Data -  1 Johnson Road, Campbelltown, NSW 2560",Repair,R DETECTION,Gordon Jenkins,585.00,760.00,175.00,23.03%,0.00,0.00,0.00,0.00,0.00,385.00,760.00,375.00,49.34%,0.00,0.00,0.00,0.00,0.00,385.00,760.00,0.00,760.00,375.00,49.34%,2.50,435.00,385.00,760.00,0.00,0.00
T-13546,Adam has requested attendance to investigate fire alarms following on from brigade attendance. 2025.,Pickles Auctions,"Pickles Auctions - 36-40 Harp Street, Belmore, NSW 2192",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,675.00,0.00,1867.16,1720.00,-147.16,-8.56%,0.00,0.00,675.00,0.00,0.00,1192.16,1720.00,0.00,1720.00,527.84,30.69%,3.52,1262.84,1192.16,1720.00,0.00,0.00
T-13551,Loop 5 and 6 Faults ,Nks (NSW) Pty Ltd C/- Dunnet Properties Pty Ltd Pty Ltd,"NKS - 2 Eden Park Drive, Macquarie Park, NSW 2113",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,907.00,0.00,2202.67,2020.00,-182.67,-9.04%,0.00,0.00,907.00,0.00,0.00,1295.67,2020.00,0.00,2020.00,724.33,35.86%,2.97,1634.33,1295.67,2020.00,0.00,0.00
